title,job_title_tag_name,location,salary,category_name,seniority_name,date_crawled
"Full Stack Software Developer","Full Stack Developer","Austin, Texas Metropolitan Area","$110,000 - $130,000","Bespoke Development",N/A,2022-02-17
"Data Analytics Consultant (Azure, Power BI)",NULL,"Austin, Texas Metropolitan Area","$85,000 - $155,000",NULL,Senior,2022-03-07
"Senior Software Engineer","Software Engineer","Austin, Texas Metropolitan Area","$90,000 - $130,000","Platform Specific Development",Intermediate,2022-03-12
"Data Scientist","Data Scientist","Austin, Texas Metropolitan Area","$125,000 - $135,000","Data Engineering",Expert,2022-03-17
"Account Executive - Growth Partnerships (Remote)",NULL,"Austin, Texas Metropolitan Area","$60,000 - $100,000",NULL,Junior,2022-03-17
"Marketing Intelligence Analyst","Marketing Specialist","Austin, Texas Metropolitan Area","$90,000 - $120,000","Marketing & Commercial",Junior,2022-03-17
"Executive & Personal Assistant to CEO","Executive Assistant","Austin, Texas Metropolitan Area","$80,000 - $80,000","Operations & HR",Expert,2022-04-10
"(Contract) Food Labeling Analyst",NULL,"Austin, Texas Metropolitan Area","$30 - $35",NULL,N/A,2022-04-10
"Lead Software Development Engineer ( Microservices/Cloud Native) -100% Remote",NULL,"Austin, Texas Metropolitan Area","$150,000 - $200,000",NULL,Senior,2022-04-16
"Sr. Software Development Manager-100% Remote","Software Development Manager","Austin, Texas Metropolitan Area","$150,000 - $250,000","Bespoke Development",Senior,2022-04-16
"Principal Software Development Engineer(Go/Java)-Remote","Software Development Manager","Austin, Texas Metropolitan Area","$200,000 - $300,000","Bespoke Development",Expert,2022-04-16
"Sr. Software Development Manager(Microservices)-100% Remote","Software Development Manager","Austin, Texas Metropolitan Area","$150,000 - $250,000","Bespoke Development",Senior,2022-05-07
Controller,"Credit Controller","Austin, Texas Metropolitan Area","$130,000 - $150,000",Accountancy,Expert,2022-05-07
"Machine Learning Engineer","Data Engineer","Austin, Texas Metropolitan Area","$100,000 - $130,000","Data Engineering",N/A,2022-05-08
"Implementation Engineer","Data Engineer","Austin, Texas Metropolitan Area","$70,000 - $100,000","Data Engineering",Junior,2022-05-18
"Full Stack Engineer","Full Stack Engineer","Austin, Texas Metropolitan Area","$100,000 - $100,000","Platform Specific Development",Junior,2022-05-18
"Java Developer","NAV Developer","Austin, Texas Metropolitan Area","$120,000 - $130,000","Platform Specific Development",Expert,2022-05-18
"Cloud Data Engineer (GCP)","Data Engineer","Austin, Texas Metropolitan Area","$150,000 - $185,000","Data Engineering",Intermediate,2022-05-19
"Senior Database Administrator - Postgres / MySQL","Database Administrator","Austin, Texas Metropolitan Area","$150,000 - $175,000","Tech Ops",Senior,2022-05-21
"VP, Marketplace E-Commerce",NULL,"Austin, Texas Metropolitan Area","$175,000 - $175,000",NULL,N/A,2022-05-22
"Director of Product Marketing","Head of Data","Austin, Texas Metropolitan Area","$175,000 - $185,000","Data Engineering",Senior,2022-05-22
"Visual Story Teller (Data Analyst)","Data Analyst","Austin, Texas Metropolitan Area","$65 - $80","Data Engineering",Expert,2022-05-23
"Account Executive","Accounts Executive","Austin, Texas Metropolitan Area","$70,000 - $90,000",Accountancy,Senior,2022-05-25
Controller,"Credit Controller","Austin, Texas Metropolitan Area","$130,000 - $150,000",Accountancy,Expert,2022-05-28
"Senior Account Executive","Account Manager","Austin, Texas Metropolitan Area","$100,000 - $220,000","Marketing & Commercial",Intermediate,2022-05-28
"Senior Quality Assurance Engineer","Data Engineer","Austin, Texas Metropolitan Area","$65 - $70","Data Engineering",Senior,2022-06-04
"Level 1 Support Specialist","BI Specialist","Austin, Texas Metropolitan Area","$16 - $16","Data Engineering",N/A,2022-06-03
"Senior Frontend Developer","BI Developer","Austin, Texas Metropolitan Area","$145,000 - $160,000","Data Engineering",Senior,2022-06-05
"Business Development Executive","Business Development","Austin, Texas Metropolitan Area","$65,000 - $70,000","Marketing & Commercial",Expert,2022-06-07
"Marketing Account Coordinator","Account Manager","Austin, Texas Metropolitan Area","$50,000 - $58,000","Marketing & Commercial",Intermediate,2022-06-08
"Business Development Director Nonprofit","Business Development","Austin, Texas Metropolitan Area","$70,000 - $85,000","Marketing & Commercial",Intermediate,2022-06-12
"Full Stack Python Developer","Full Stack Developer","Austin, Texas Metropolitan Area","$140,000 - $170,000","Bespoke Development",N/A,2022-06-13
"Affiliate Marketing Manager","Marketing Manager","Austin, Texas Metropolitan Area","$65,000 - $75,000","Marketing & Commercial",Junior,2022-06-15
"Sales Account Manager","Account Manager","Austin, Texas Metropolitan Area","$65,000 - $80,000","Marketing & Commercial",Intermediate,2022-06-16
"Product Owner","Product Owner","Austin, Texas Metropolitan Area","$65 - $78.50","Marketing & Commercial",N/A,2022-06-17
"Penetration Tester","Software Tester (automation)","Austin, Texas Metropolitan Area","$80 - $100",QA,Intermediate,2022-06-18
"Sales Engineer","Core IP Networks Engineer","Austin, Texas Metropolitan Area","$85,000 - $125,000","Tech Ops",N/A,2022-06-20
"Content Moderator Training Specialist","Actuary Specialist","Austin, Texas Metropolitan Area","$20 - $23.50","Compliance & Legal",Intermediate,2022-06-20
"Full Stack Engineer","Full Stack Engineer","Austin, Texas Metropolitan Area","$140,000 - $145,000","Platform Specific Development",Intermediate,2022-06-21
"Software Engineer - Phonon","Software Engineer","Austin, Texas Metropolitan Area","$100,000 - $140,000","Platform Specific Development",N/A,2022-06-22
"Senior Software Engineering Lead","Software Engineer","Austin, Texas Metropolitan Area","$150,000 - $200,000","Platform Specific Development",Senior,2022-06-23
"Senior Backend Engineer","Backend Engineer","Austin, Texas Metropolitan Area","$173,000 - $194,000","Platform Specific Development",Senior,2022-06-23
"Data Engineer","Data Engineer","Austin, Texas Metropolitan Area","$90,000 - $125,000","Data Engineering",Junior,2022-06-23
"Growth Marketing Manager","Marketing Manager","Austin, Texas Metropolitan Area","$65,000 - $75,000","Marketing & Commercial",Junior,2022-06-24
"Senior Marketing Manager - Growth","Marketing Manager","Austin, Texas Metropolitan Area","$90,000 - $100,000","Marketing & Commercial",Intermediate,2022-06-24
"Senior Platform Software Engineer","Software Engineer","Austin, Texas Metropolitan Area","$150,000 - $200,000","Platform Specific Development",Senior,2022-06-26
"Senior Software Engineer (DATA)","Software Engineer","Austin, Texas Metropolitan Area","$150,000 - $300,000","Platform Specific Development",Intermediate,2022-06-26
"Software Engineer II - Back End","Software Engineer","Austin, Texas Metropolitan Area","$110,000 - $130,000","Platform Specific Development",Junior,2022-06-26
"Associate Product Manager","Product Manager","Austin, Texas Metropolitan Area","$75,000 - $100,000","Marketing & Commercial",Junior,2022-06-28
"Manager's Assistant","HR Manager","Austin, Texas Metropolitan Area","$55,000 - $57,000","Operations & HR",N/A,2022-06-30
"Tableau Solutions Consultant","IT Consultant","Austin, Texas Metropolitan Area","$100,000 - $130,000","Tech Ops",Senior,2022-07-05
"Staff Backend Engineer","Backend Engineer","Austin, Texas Metropolitan Area","$218,000 - $245,000","Platform Specific Development",N/A,2022-07-08
"Accounts Receivable Specialist","Accounts Executive","Austin, Texas Metropolitan Area","$45,000 - $60,000",Accountancy,N/A,2022-07-11
"PR Senior Account Manager- DISRUPT PR","Account Manager","Austin, Texas Metropolitan Area","$70,000 - $90,000","Marketing & Commercial",Intermediate,2022-07-12
"Application Developer/Data Integration Engineer","Mobile Developer","Austin, TX","$120,000 - $120,000","Bespoke Development",Senior,2022-02-21
"Remote Software Engineer","Software Engineer","Austin, TX","$50 - $60","Platform Specific Development",N/A,2022-02-17
"Data Engineer","Data Engineer","Austin, TX","$100,000 - $140,000","Data Engineering",N/A,2022-03-07
"Java Web Developer","Web Developer","Austin, TX","$65,000 - $130,000","Bespoke Development",N/A,2022-03-12
"Research Analyst","Risk Analyst","Austin, TX","$45,000 - $50,000","Compliance & Legal",N/A,2022-03-12
"Database Developer/ Administrator","Database Administrator","Austin, TX","$80,000 - $90,000","Tech Ops",N/A,2022-03-27
"Data Engineer","Data Engineer","Austin, TX","$120,000 - $145,000","Data Engineering",Intermediate,2022-04-02
"Machine Learning Engineer","Backend Engineer","Austin, TX","$130,000 - $175,000","Platform Specific Development",Intermediate,2022-04-10
"Database Developer/ Administrator","Database Administrator","Austin, TX","$75,000 - $85,000","Tech Ops",N/A,2022-04-10
"Remote Staff Accountant","Management Accountant","Austin, TX","$50,000 - $60,000",Accountancy,Intermediate,2022-05-01
"Full Stack Developer","Full Stack Developer","Austin, TX","$65,000 - $110,000","Bespoke Development",Junior,2022-05-18
"React/Redux Engineer","Data Engineer","Austin, TX","$120,000 - $160,000","Data Engineering",Junior,2022-05-19
"Executive Assistant To Chief Executive Officer","Executive Assistant","Austin, TX","$65,000 - $78,500","Operations & HR",Expert,2022-05-19
"Director of Sales - SaaS","Head of Data","Austin, TX","$110,000 - $125,000","Data Engineering",Senior,2022-05-20
"Sr. Angular UI Developer","BI Developer","Austin, TX","$110,000 - $130,000","Data Engineering",Senior,2022-05-20
"Senior ReactJS Developer (remote)","Back End Developer","Austin, TX","$120,000 - $135,000","Bespoke Development",Senior,2022-05-22
"Senior Site Reliability Engineer","Site Reliability Engineer","Austin, TX","$130,000 - $150,000","Tech Ops",Intermediate,2022-05-25
"Account Executive","Accounts Executive","Austin, TX","$50,000 - $60,000",Accountancy,Intermediate,2022-05-25
"Executive Assistant","Executive Assistant","Austin, TX","$18 - $24","Operations & HR",N/A,2022-06-01
"Enterprise Account Executive","Accounts Executive","Austin, TX","$150,000 - $175,000",Accountancy,Intermediate,2022-06-01
"Operations Engineer","Chief Operations Officer (COO)","Austin, TX","$70,000 - $90,000",C-Suite,Junior,2022-06-01
"Senior Consultant (Netskope) - Architecture & Engineering","CRM Functional consultant","Austin, TX","$117,000 - $185,000","Tech Ops",Senior,2022-06-04
"Dotnet Developer",".NET Developer","Austin, TX","$60 - $62","Platform Specific Development",Expert,2022-06-03
"Javascript Developer","BI Developer","Austin, TX","$65,000 - $120,000","Data Engineering",Intermediate,2022-06-05
"Software Engineer","Software Engineer","Austin, TX","$95,000 - $125,000","Platform Specific Development",Junior,2022-06-07
"Marketing Operations Director","Managing Director","Austin, TX","$110,000 - $140,000",C-Suite,Senior,2022-06-06
"Revenue Operations Consultant","IT Consultant","Austin, TX","$60,000 - $100,000","Tech Ops",Intermediate,2022-06-08
"Ruby on Rails Developer","Ruby on Rails Developer","Austin, TX","$110,000 - $125,000","Platform Specific Development",N/A,2022-06-09
"Sr. Project Manager","HR Manager","Austin, TX","$140,000 - $160,000","Operations & HR",Expert,2022-06-16
"Peoplesoft Consultant","IT Consultant","Austin, TX","$90 - $100","Tech Ops",N/A,2022-06-17
"Java Software Engineer","Software Engineer","Austin, TX","$100,000 - $130,000","Platform Specific Development",N/A,2022-06-19
"Senior Solutions Architect","Solutions Architect","Austin, TX","$190,000 - $220,000","Bespoke Development",Senior,2022-06-19
"Product Designer, Design Systems","Product Designer","Austin, TX","$75,000 - $120,000","Marketing & Commercial",Intermediate,2022-06-22
"Java Software Engineer","Software Engineer","Austin, TX","$10,000 - $150,000","Platform Specific Development",N/A,2022-06-22
"Staff Software Engineer - Ruby on Rails","Software Engineer","Austin, TX","$180,000 - $220,000","Platform Specific Development",N/A,2022-06-23
"Jr. Software Developer (.Net Dev)","Software Developer","Austin, TX","$65,000 - $65,000","Bespoke Development",Senior,2022-06-23
"Marketing Manager","Marketing Manager","Austin, TX","$100,000 - $115,000","Marketing & Commercial",Intermediate,2022-06-24
"Senior Games Marketing Manager ","Marketing Manager","Austin, TX","$100,000 - $200,000","Marketing & Commercial",Senior,2022-06-24
"Senior Product Marketing Manager ","Marketing Manager","Austin, TX","$100,000 - $200,000","Marketing & Commercial",Senior,2022-06-24
"Managing Assistant",NULL,"Austin, TX","$55,000 - $57,000",NULL,N/A,2022-06-27
"Customer Support Engineer","Data Engineer","Austin, TX","$80 - $100,000","Data Engineering",Intermediate,2022-06-28
"Product Manager","Product Manager","Austin, TX","$125,000 - $165,000","Marketing & Commercial",Senior,2022-06-28
"Site Reliability Engineer","Site Reliability Engineer","Austin, TX","$120,000 - $150,000","Tech Ops",Intermediate,2022-06-30
"Senior Director of Enterprise Account Management","Account Manager","Austin, TX","$150,000 - $150,000","Marketing & Commercial",Intermediate,2022-07-05
"Business Analyst","Business Analyst","Austin, TX","$40 - $58.50","Investment Management",N/A,2022-07-05
"Executive Assistant (Remote in Austin Metro)","Executive Assistant","Austin, TX","$75,000 - $95,000","Operations & HR",Intermediate,2022-07-07
"Software Developer (Java)","Software Developer","Austin, TX","$85,000 - $85,000","Bespoke Development",Expert,2022-07-08
"Sr Cloud Security Engineer","Security Engineer","Austin, TX","$115,000 - $180,000","Platform Specific Development",N/A,2022-07-08
"Senior Software Engineer (Remote)","Software Engineer","Austin, TX","$128,000 - $148,000","Platform Specific Development",Senior,2022-07-09
"Senior Database Administrator (Remote)","Database Administrator","Austin, TX","$110,000 - $130,000","Tech Ops",Senior,2022-07-12
"Chief Technology Officer","Chief Technology Officer (CTO)",Australia,"A$150,000 - A$200,000",C-Suite,Junior,2022-02-20
"Senior Sales Manager","General Manager",Australia,"A$130,000 - A$150,000",C-Suite,Expert,2022-02-20
"Data Scientist","Data Scientist",Australia,"A$90 - A$150","Data Engineering",Junior,2022-02-21
"ETL Specialist","SEO Specialist",Australia,"A$90 - A$140","Marketing & Commercial",N/A,2022-02-21
"Senior Full-Stack Software Engineer","Full Stack Engineer",Australia,"A$130,000 - A$150,000","Platform Specific Development",Intermediate,2022-02-17
"x3 Java Developers, Sydney CBD/Remote, $100 - $125K base","Java Engineer",Australia,"A$110,000 - A$125,000","Platform Specific Development",Intermediate,2022-02-17
"Senior ReactJS Developers / Tech Leads",NULL,Australia,"A$140,000 - A$190,000",NULL,N/A,2022-02-17
"Integration Specialist","Integration Specialist",Australia,"A$180,000 - A$207,000","Platform Specific Development",N/A,2022-02-17
"Implementation Consultant","IT Consultant",Australia,"A$100,000 - A$180,000","Tech Ops",N/A,2022-02-17
"Penetration Tester Security Consultant","Security Specialist",Australia,"A$110,000 - A$150,000",Security,Junior,2022-02-17
"GCP Infrastructure Engineers","Infrastructure Engineer",Australia,"$100,000 - $135,000","Tech Ops",Intermediate,2022-02-17
"Salesforce Vlocity Developer, Remote, $1000 - $1600/day, 6+ months","Salesforce Specialist",Australia,"A$100 - A$160","Tech Ops",Junior,2022-02-17
"Engineering Manager (.NET), Sydney CBD Location, $160K - $170K base","Engineering Manager",Australia,"A$160,000 - A$170,000","Data Engineering",Intermediate,2022-02-17
"Data Migration Specialist","Integration Specialist",Australia,"A$180,000 - A$207,000","Platform Specific Development",N/A,2022-02-17
"Chief Executive Officer","Chief Executive Officer (CEO)",Australia,"A$150,000 - A$200,000",C-Suite,Intermediate,2022-02-17
